,movie_id,company_id
18059,20187,3736
18060,38151,4
18061,38151,13870
18062,20628,2418
18063,20628,6194
18064,43003,533
18065,43003,36547
18066,16250,3282
18067,16250,3693
18068,16250,4056
18069,10065,2481
18070,10065,7405
18071,10065,8411
18072,10065,14718
18073,30863,4660
18074,49920,17171
18075,49920,17172
18076,22033,9266
18077,37992,33
18078,32850,8411
18079,68883,2521
18080,68883,3054
18081,43379,1875
18082,43379,12663
18083,9393,47
18084,9393,1107
18085,9393,7930
18086,16972,6194
18087,21325,882
18088,14287,4396
18089,24363,11391
18090,24363,12260
18091,24363,30131
18092,24363,38771
18093,35384,5546
18094,35384,95187
18095,8976,2976
18096,8976,2977
18097,8976,9195
18098,8976,10157
18099,29078,2233
18100,29078,2234
18101,29078,2978
18102,29078,4059
18103,29078,23359
18104,13020,846
18105,11679,333
18106,11679,441
18107,11679,497
18108,1495,264
18109,1495,306
18110,1495,1645
18111,1495,4169
18112,1495,19477
18113,1495,19478
18114,1495,19479
18115,1495,19480
18116,1495,19482
18117,1495,19483
18118,10066,79
18119,10066,1786
18120,10066,6194
18121,67445,1606
18122,67445,12026
18123,67445,57337
18124,11171,328
18125,11171,1474
18126,11171,1615
18127,11171,20993
18128,14750,306
18129,43260,441
18130,53116,1936
18131,53116,13785
18132,24444,2521
18133,24444,3038
18134,24444,3214
18135,83995,1319
18136,42626,33
18137,42626,7046
18138,42626,70430
18139,43881,8411
18140,46594,25065
18141,43344,41954
18142,26614,68167
18143,133750,875
18144,133750,22449
18145,16902,6194
18146,41131,483
18147,41131,8411
18148,31414,5132
18149,31414,8138
18150,31414,8453
18151,31414,55475
18152,31414,59873
18153,40730,8411
18154,15318,39803
18155,15318,39804
18156,13384,1980
18157,13384,27016
18158,48993,8411
18159,9463,3466
18160,13163,769
18161,20625,4
18162,1566,1626
18163,21997,689
18164,21997,8411
18165,21997,11317
18166,21997,18880
18167,21997,30766
18168,21997,81876
18169,30624,306
18170,44658,20091
18171,44658,92853
18172,48130,11114
18173,24078,2757
18174,43271,7680
18175,43271,11143
18176,43271,14245
18177,43271,67333
18178,63066,67853
18179,63066,74901
18180,63066,93535
18181,18050,306
18182,155325,48708
18183,155325,73037
18184,155325,76499
18185,31819,4114
18186,14672,2944
18187,14672,2945
18188,14672,2946
18189,14672,2948
18190,11628,204
18191,11628,23153
18192,10913,76
18193,10913,11672
18194,10913,43271
18195,10027,104
18196,10027,972
18197,10027,2748
18198,10027,3823
18199,10027,6896
18200,10027,66739
18201,10027,66740
18202,43429,6639
18203,43429,7680
18204,43429,9335
18205,43429,30289
18206,43429,30290
18207,19413,10000
18208,11139,2514
18209,10837,5391
18210,32610,8411
18211,1279,684
18212,1895,1
18213,9981,33
18214,4379,12
18215,4379,705
18216,4379,6363
18217,4379,12067
18218,31200,4376
18219,31200,6194
18220,31200,14568
18221,37215,4
18222,56946,10645
18223,56946,71818
18224,56946,81974
18225,11019,3164
18226,11019,45786
18227,11019,45787
18228,28423,33
18229,20271,1679
18230,20271,12111
18231,20271,12240
18232,29872,6
18233,85014,14104
18234,34856,2269
18235,34856,76810
18236,34856,76811
18237,27,163
18238,16373,4
18239,25649,139
18240,25649,12743
18241,19398,1615
18242,19398,4508
18243,19398,8659
18244,19398,30966
18245,19398,53823
18246,19398,53824
18247,953,27
18248,953,520
18249,953,521
18250,16605,418
18251,16605,1615
18252,16605,2948
18253,16605,5668
18254,16605,8724
18255,42268,306
18256,42268,14391
18257,12700,10210
18258,9291,4
18259,9291,441
18260,9291,746
18261,9291,2608
18262,9291,60378
18263,34309,12
18264,34309,5441
18265,921,14
18266,921,23
18267,921,33
18268,921,631
18269,921,9195
18270,9779,813
18271,9779,1088
18272,9779,10067
18273,9787,5
18274,9787,559
18275,16932,148
18276,16932,5358
18277,16932,11246
18278,16932,12389
18279,16932,15671
18280,16932,18367
18281,16932,20366
18282,16932,28400
18283,16932,28401
18284,23825,4274
18285,23825,4275
18286,787,433
18287,787,491
18288,787,508
18289,787,1171
18290,787,10104
18291,14199,10807
18292,10226,1632
18293,10226,2926
18294,10226,6896
18295,21295,4
18296,56321,7005
18297,47945,3268
18298,13935,3268
18299,13935,3559
18300,20941,59
18301,20941,2253
18302,20941,5084
18303,20941,28334
18304,20941,84497
18305,20941,84498
18306,18289,622
18307,43471,306
18308,65579,14063
18309,3011,5
18310,11620,8411
18311,43354,659
18312,43354,660
18313,272,429
18314,272,923
18315,272,6194
18316,272,9993
18317,272,9996
18318,272,19231
18319,15767,622
18320,44524,729
18321,44524,1666
18322,44524,15671
18323,44524,18367
18324,15648,33
18325,29080,2370
18326,10274,3958
18327,25248,803
18328,25248,15689
18329,25248,64570
18330,11451,2
18331,11451,3929
18332,25312,2152
18333,25312,2452
18334,25312,14731
18335,25312,36765
18336,11683,33
18337,11683,2995
18338,11683,55518
18339,11683,55519
18340,9722,441
18341,9722,14440
18342,9722,84893
18343,2287,1050
18344,2287,1051
18345,2287,1052
18346,2287,1053
18347,43888,10974
18348,2994,4
18349,2994,1216
18350,2994,1497
18351,76094,4
18352,1382,307
18353,9534,692
18354,9534,93163
18355,9534,93164
18356,33908,5346
18357,276,121
18358,276,122
18359,276,124
18360,276,201
18361,28000,8411
18362,38731,306
18363,25876,6
18364,93775,893
18365,38046,8344
18366,38046,11776
18367,2151,992
18368,42491,33
18369,42491,1953
18370,42491,2595
18371,42488,6181
18372,120747,6194
18373,26323,6194
18374,12574,23
18375,12574,33
18376,115565,22957
18377,115565,22958
18378,22968,8411
18379,31901,5
18380,28455,9195
18381,15938,6
18382,2095,1164
18383,2095,34206
18384,2095,34207
18385,18503,8875
18386,22553,8411
18387,26762,8411
18388,34308,61312
18389,11588,14
18390,11588,7405
18391,11588,10828
18392,11588,23628
18393,74,4
18394,74,27
18395,74,44
18396,74,56
18397,16659,14590
18398,16659,37553
18399,16659,38670
18400,39464,622
18401,39464,882
18402,28270,33
18403,4889,1802
18404,78293,6301
18405,78293,6916
18406,78293,18367
18407,78293,25005
18408,18257,14665
18409,18257,16736
18410,7233,306
18411,7233,3929
18412,7233,73956
18413,78344,16
18414,78344,24477
18415,9009,829
18416,9009,9195
18417,9009,49696
18418,9009,49697
18419,1553,729
18420,9738,306
18421,9738,436
18422,9738,5755
18423,9738,19551
18424,9738,26149
18425,14278,446
18426,55650,3221
18427,125360,1596
18428,9522,12
18429,9522,870
18430,9522,1565
18431,14922,35
18432,77593,1353
18433,77593,9266
18434,17599,33
18435,17599,12277
18436,26654,6194
18437,1826,694
18438,1826,884
18439,1826,2568
18440,1826,5358
18441,1826,10572
18442,1826,15671
18443,43100,1664
18444,43100,22396
18445,21886,4389
18446,21886,8411
18447,84079,10330
18448,43367,6
18449,43367,13987
18450,36401,5358
18451,36401,6476
18452,36401,18367
18453,38516,473
18454,14646,183
18455,14646,885
18456,14646,45970
18457,10476,746
18458,11309,927
18459,11309,12745
18460,11309,21443
18461,34012,33
18462,21366,6
18463,21366,11447
18464,31063,33
18465,31063,694
18466,31063,10163
18467,31063,10462
18468,1635,27
18469,1635,6194
18470,1635,11084
18471,13341,4
18472,1696,35
18473,1696,995
18474,1696,1838
18475,1696,45966
18476,1665,7429
18477,1665,11486
18478,1665,13507
18479,9775,8369
18480,9775,22505
18481,11459,2
18482,11459,3538
18483,11459,56980
18484,10048,326
18485,10048,333
18486,10048,441
18487,10048,11317
18488,10048,19523
18489,11648,598
18490,11648,6194
18491,11648,46108
18492,15258,3516
18493,123049,57043
18494,42719,441
18495,42719,19877
18496,72899,14220
18497,57866,4
18498,10542,3052
18499,12497,173
18500,12497,7254
18501,12497,18395
18502,5237,181
18503,5237,927
18504,5237,6282
18505,5237,12745
18506,37632,3383
18507,16320,33
18508,16320,17032
18509,193661,13442
18510,12259,4470
18511,12259,14516
18512,12259,67523
18513,12259,67524
18514,308,208
18515,308,10146
18516,308,22456
18517,25074,2521
18518,25074,3054
18519,5319,1892
18520,27449,6194
18521,85783,306
18522,85783,3754
18523,39946,17339
18524,54139,306
18525,26579,856
18526,26579,2217
18527,26579,2989
18528,26579,2990
18529,26579,6346
18530,26579,12924
18531,26579,15231
18532,26579,23630
18533,26579,23631
18534,26579,23632
18535,18882,35
18536,18882,2188
18537,18882,19551
18538,42689,14093
18539,6519,79
18540,6519,975
18541,6519,6194
18542,6519,12202
18543,13919,2253
18544,13919,2839
18545,13919,2840
18546,25956,91181
18547,11453,441
18548,11453,879
18549,11453,2608
18550,9913,33
18551,9913,69
18552,9913,215
18553,9913,12269
18554,9913,12270
18555,9913,12271
18556,8292,4
18557,8292,435
18558,13922,2253
18559,13922,12552
18560,24461,2315
18561,24461,14159
18562,14166,8819
18563,14166,8820
18564,501,274
18565,31542,4990
18566,31542,20091
18567,18165,63714
18568,27292,3070
18569,57103,306
18570,41279,5
18571,41279,15263
18572,32051,306
18573,32051,14148
18574,37284,399
18575,37254,177
18576,37254,3268
18577,37254,23188
18578,18976,11462
18579,18976,36821
18580,18976,36829
18581,18976,36830
18582,42741,1798
18583,42741,8930
18584,25975,87986
18585,25975,87987
18586,17824,559
18587,11328,12413
18588,108348,6
18589,15907,1512
18590,15907,5329
18591,15907,5367
18592,15907,6194
18593,68850,441
18594,68850,1723
18595,68850,82035
18596,46825,186
18597,46825,11594
18598,46825,15671
18599,46825,22848
18600,46825,22849
18601,22965,4395
18602,11848,3626
18603,34921,5498
18604,34921,5499
18605,34921,5500
18606,25199,60
18607,25199,1969
18608,53857,8411
18609,306323,71702
18610,52660,1280
18611,52660,6068
18612,52660,7429
18613,85420,76194
18614,43313,8411
18615,31977,3170
18616,31977,34087
18617,31977,34088
18618,6957,33
18619,6957,10105
18620,79684,14197
18621,16764,10397
18622,16764,10398
18623,16764,74797
18624,16764,74798
18625,11460,27
18626,11460,1600
18627,11460,6363
18628,33459,3347
18629,14674,11982
18630,14134,2343
18631,14134,3653
18632,19404,1569
18633,94529,306
18634,445,223
18635,445,224
18636,445,225
18637,445,310
18638,445,315
18639,445,591
18640,445,850
18641,445,1704
18642,445,5358
18643,445,5870
18644,445,6916
18645,445,7025
18646,445,10273
18647,445,11388
18648,445,11389
18649,74840,2465
18650,74840,7007
18651,74840,9335
18652,74840,11955
18653,74840,42542
18654,9564,371
18655,9564,1869
18656,9564,5358
18657,9564,23493
18658,102081,3066
18659,20874,5120
18660,37185,2521
18661,17186,2636
18662,14175,614
18663,14175,8992
18664,4442,308
18665,4442,491
18666,4442,507
18667,4442,748
18668,4442,1649
18669,4442,7405
18670,4442,8411
18671,4442,76043
18672,59882,5
18673,22741,4395
18674,22741,14040
18675,44413,19385
18676,44413,65361
18677,44413,67703
18678,65513,20366
18679,13169,307
18680,13169,26468
18681,9042,126
18682,9042,995
18683,9042,3287
18684,9042,26032
18685,9042,26033
18686,17926,126
18687,17926,763
18688,17926,995
18689,15022,2374
18690,15022,21024
18691,15022,21025
18692,15022,21026
18693,1985,264
18694,1985,1171
18695,1985,2452
18696,1985,7419
18697,1985,10146
18698,1985,33680
18699,1985,36615
18700,9335,306
18701,9335,972
18702,9335,3823
18703,9335,5358
18704,9335,6586
18705,9335,6896
18706,9335,95342
18707,9007,27
18708,9007,135
18709,9007,384
18710,9777,14
18711,9777,1205
18712,9777,11351
18713,1830,831
18714,1830,1204
18715,1830,1205
18716,1830,1206
18717,1830,1208
18718,1830,21938
18719,7182,2179
18720,7182,2180
18721,7182,7405
18722,10092,33
18723,340,11345
18724,340,11509
18725,340,12808
18726,340,54285
18727,1546,58
18728,1546,12260
18729,15155,19194
18730,78734,306
18731,78734,13630
18732,51277,4
18733,61675,1854
18734,61675,15499
18735,61675,42263
18736,65215,1556
18737,65215,8789
18738,17386,1444
18739,17386,4110
18740,17386,8411
18741,16374,1793
18742,16374,3186
18743,16374,7429
18744,10753,3054
18745,10753,3055
18746,27053,14550
18747,30230,4
18748,11636,14714
18749,44407,25630
18750,43529,441
18751,22575,8411
18752,61044,1818
18753,61044,4784
18754,61044,10453
18755,1676,4
18756,27645,4699
18757,34181,9079
18758,26259,5798
18759,77744,6
18760,8814,435
18761,8814,1512
18762,8814,2539
18763,8814,11345
18764,8814,19481
18765,8814,19922
18766,8814,19923
18767,9923,12
18768,9923,342
18769,9923,656
18770,9923,1645
18771,9923,56181
18772,7553,1305
18773,7553,2273
18774,8202,4
18775,8202,126
18776,8202,746
18777,8202,6041
18778,8202,11533
18779,8202,11534
18780,3118,1325
18781,1947,14
18782,1947,497
18783,1947,810
18784,1947,7380
18785,1947,7965
18786,1947,20376
18787,1947,20377
18788,9074,12
18789,16133,12387
18790,10319,843
18791,10319,4606
18792,28001,4
18793,49220,321
18794,49220,6417
18795,42168,5
18796,42168,1177
18797,29656,75045
18798,8643,126
18799,8643,1838
18800,8643,3287
18801,9315,23
18802,9315,9195
18803,3933,6194
18804,3933,8601
18805,3933,11537
18806,3933,57751
18807,8923,3263
18808,59,12
18809,59,429
18810,59,6363
18811,257,355
18812,257,2979
18813,257,6732
18814,15487,2
18815,18651,6
18816,30941,441
18817,30941,15176
18818,10254,4206
18819,10254,4207
18820,647,10038
18821,349,208
18822,14544,43
18823,11968,441
18824,11968,551
18825,11968,8411
18826,14517,769
18827,14517,6254
18828,33623,3307
18829,33623,12030
18830,33623,28064
18831,31227,6505
18832,31227,13413
18833,31227,89506
18834,56518,9387
18835,56518,12778
18836,17209,126
18837,17209,3244
18838,17209,20451
18839,17209,53458
18840,17209,53459
18841,10087,2055
18842,10087,2756
18843,10087,15671
18844,11627,12372
18845,34870,119
18846,533,297
18847,533,521
18848,10703,2965
18849,10703,3618
18850,10703,4054
18851,10703,4617
18852,10703,5637
18853,5236,1885
18854,5236,6194
18855,11344,3616
18856,9060,5346
18857,31056,38
18858,43807,6194
18859,14788,1030
18860,14788,8850
18861,5471,806
18862,5471,1071
18863,5471,1205
18864,5471,1727
18865,5471,11065
18866,5471,25469
18867,5471,25470
18868,46315,1931
18869,36498,4
18870,9763,9195
18871,9763,17491
18872,9763,17492
18873,30082,45004
18874,30082,54034
18875,30082,54035
18876,30082,54036
18877,56475,80156
18878,24019,251
18879,24019,5561
18880,24019,7429
18881,15058,4343
18882,10017,10165
18883,10017,10166
18884,10017,59346
18885,10475,860
18886,10475,4227
18887,10475,5358
18888,10475,10791
18889,1559,1627
18890,1559,1628
18891,3527,58
18892,3527,742
18893,3527,1166
18894,3527,8366
18895,3527,11237
18896,3527,11561
18897,3527,14675
18898,3527,14676
18899,3527,14677
18900,3527,36229
18901,27974,6194
18902,11931,711
18903,11931,812
18904,11931,1645
18905,32990,5240
18906,32990,12477
18907,32990,66910
18908,17010,2669
18909,17010,3761
18910,27759,4928
18911,27759,10253
18912,21838,16839
18913,26513,40806
18914,26513,40807
18915,43110,8411
18916,10707,769
18917,10707,9118
18918,10707,63520
18919,9910,33
18920,9910,10210
18921,38583,284
18922,38583,2452
18923,38583,3573
18924,77468,7446
18925,77468,7937
18926,77468,12477
18927,77468,17560
18928,15493,5760
18929,53864,8411
18930,142,1246
18931,142,3997
18932,142,10146
18933,142,10565
18934,9621,4
18935,9621,44
18936,9621,485
18937,9621,20157
18938,9701,6194
18939,9701,6735
18940,9701,8073
18941,45899,79260
18942,3291,846
18943,3291,2030
18944,3291,11509
18945,3291,14175
18946,3291,14315
18947,3291,20451
18948,3291,51850
18949,34662,4
18950,34662,6033
18951,12920,27
18952,12920,13816
18953,56798,694
18954,56798,850
18955,56798,2683
18956,56798,8179
18957,56798,15567
18958,56798,28699
18959,56798,29223
18960,20853,4
18961,16608,2326
18962,16608,2452
18963,16608,3205
18964,16608,3207
18965,16608,4024
18966,16608,20455
18967,16608,20456
18968,24408,68807
18969,791,497
18970,791,498
18971,33241,11489
18972,2610,1171
18973,2610,1172
18974,2610,1173
18975,2610,9195
18976,21246,3940
18977,9729,805
18978,15276,11061
18979,15276,11062
18980,15276,12475
18981,15276,51997
18982,15276,51998
18983,191599,54949
18984,8066,508
18985,8066,1171
18986,8066,10104
18987,1656,56
18988,1656,441
18989,182097,76305
18990,6963,4
18991,6963,1423
18992,6963,11930
18993,215,35
18994,215,1053
18995,215,2061
18996,215,23019
18997,215,64651
18998,2313,33
18999,2313,598
19000,2313,1046
19001,2313,1047
19002,45967,882
19003,37124,306
19004,31718,4
19005,226594,118
19006,226594,3221
19007,10915,218
19008,10915,1869
19009,10915,3602
19010,5335,8930
19011,5335,45347
19012,9993,6237
19013,9993,8724
19014,9993,94304
19015,8274,134
19016,25918,893
19017,25918,37668
19018,29111,9384
19019,20128,635
19020,20128,694
19021,20128,3722
19022,20128,3723
19023,26845,8411
19024,18994,8411
19025,12617,1823
19026,12617,10330
19027,10799,9
19028,10799,3823
19029,10799,5358
19030,10799,19940
19031,42000,6768
19032,36102,641
19033,36102,8894
19034,14897,11672
19035,1951,76
19036,1951,119
19037,1951,201
19038,1951,321
19039,1951,814
19040,1951,986
19041,1951,1711
19042,1951,3221
19043,1951,5358
19044,1951,5975
19045,1951,6916
19046,1951,7025
19047,1951,11499
19048,1951,12023
19049,1951,12927
19050,1951,17513
19051,1951,23207
19052,1951,25491
19053,1951,30268
19054,1951,53874
19055,1951,55428
19056,68013,306
19057,23196,4197
19058,23196,4198
19059,23196,4199
19060,25763,306
19061,259,53
19062,34207,5433
19063,34207,5434
19064,34207,5435
19065,32117,208
19066,32117,5358
19067,32117,9364
19068,32117,46391
19069,19354,52458
19070,28170,17071
19071,10851,769
19072,10851,2268
19073,10851,2899
19074,10851,2900
19075,10851,5358
19076,10851,6896
19077,16231,2997
19078,16231,3656
19079,16231,74487
19080,81220,3135
19081,25,33
19082,25,1522
19083,25,14440
19084,25,19934
19085,105299,14185
19086,105299,64572
19087,105299,64574
19088,9982,2
19089,9982,10217
19090,13994,60
19091,12877,1917
19092,12877,3519
19093,12877,9349
19094,12877,12180
19095,11661,191
19096,11661,3244
19097,11661,3823
19098,11661,4176
19099,11661,10441
19100,11661,11773
19101,11661,17873
19102,5620,1354
19103,5620,1795
19104,5620,12719
19105,5620,12732
19106,23220,1314
19107,23220,4202
19108,43440,8411
19109,39261,4630
19110,54801,13718
19111,28667,1314
19112,38761,8411
19113,38761,15185
19114,7974,2302
19115,7974,2303
19116,7974,2304
19117,7974,2305
19118,60409,2303
19119,60409,7259
19120,60409,42263
19121,10060,4
19122,10060,746
19123,10060,54336
19124,10033,995
19125,10033,5496
19126,10033,6363
19127,10033,11278
19128,10033,54280
19129,10033,94719
19130,231,129
19131,231,6194
19132,231,6735
19133,231,7786
19134,231,20665
19135,231,20666
19136,59388,2303
19137,41764,3221
19138,8999,14
19139,8999,435
19140,8999,23635
19141,8555,985
19142,8555,1854
19143,8555,2452
19144,8555,2511
19145,4348,33
19146,4348,694
19147,4348,7419
19148,4348,10146
19149,4348,10163
19150,47540,73335
19151,47540,73336
19152,10064,827
19153,10064,1063
19154,10064,1204
19155,10064,1208
19156,10064,4741
19157,10064,10254
19158,10064,73685
19159,125300,35
19160,125300,15042
19161,9885,1380
19162,9885,2806
19163,9885,6016
19164,9885,6017
19165,9392,3573
19166,9392,7981
19167,9392,45785
19168,47473,6181
19169,14837,306
19170,674,462
19171,674,6194
19172,674,7364
19173,24625,1693
19174,24625,3268
19175,69,84
19176,69,85
19177,69,86
19178,69,711
19179,69,6402
19180,1833,5
19181,1833,436
19182,1833,497
19183,44163,4641
19184,46591,12238
19185,6795,441
19186,6795,2550
19187,6795,11370
19188,6795,14718
19189,7301,2224
19190,108843,8411
19191,16156,21280
19192,9005,2570
19193,9005,10146
19194,13499,4
19195,13499,441
19196,13499,2348
19197,13499,3396
19198,13499,3929
19199,13499,7431
19200,13499,8411
19201,13499,75616
19202,7548,2267
19203,7548,2268
19204,7010,2164
19205,6529,2532
19206,6529,3381
19207,6529,6194
19208,20345,3570
19209,20345,18908
19210,20345,40349
19211,15184,2081
19212,86666,955
19213,3124,1314
19214,44710,356
19215,44710,885
19216,44710,6586
19217,2153,306
19218,2153,8263
19219,42489,16979
19220,116,7
19221,35124,73800
19222,43176,8411
19223,5741,24108
19224,20416,538
19225,20416,15058
19226,41189,2757
19227,41189,63565
19228,41189,63566
19229,84090,8411
19230,253250,8411
19231,67,15
19232,67,89
19233,67,91
19234,67,93
19235,67,95
19236,67,315
19237,67,703
19238,67,850
19239,67,4508
19240,67,6916
19241,67,7307
19242,411,5888
19243,411,10221
19244,254,11
19245,254,33
19246,254,68
19247,254,69
19248,1904,27
19249,1904,158
19250,1904,441
19251,1904,780
19252,9043,711
19253,21454,306
19254,42687,8411
19255,27031,882
19256,27031,75232
19257,55396,12986
19258,917,600
19259,43118,5120
19260,43118,26497
19261,19058,938
19262,36826,43944
19263,42234,8496
19264,42234,8497
19265,42234,8498
19266,9515,14
19267,16151,18722
19268,29595,4971
19269,9721,2100
19270,20858,11670
19271,35896,6194
19272,80316,441
19273,92272,13219
19274,84847,95146
19275,43812,6194
19276,23606,567
19277,23606,882
19278,23606,78667
19279,2777,1215
19280,25651,6850
19281,25651,6851
19282,25650,2931
19283,8290,364
19284,8290,1398
19285,17382,6194
19286,8053,2322
19287,8053,6896
19288,20003,306
19289,11466,1728
19290,11466,7446
19291,11466,17513
19292,11466,19000
19293,11466,21830
19294,21040,7937
19295,21040,74636
19296,13653,2792
19297,13653,2793
19298,13653,2794
19299,36775,441
19300,36775,13993
19301,56373,1672
19302,56373,1795
19303,56373,2013
19304,612,27
19305,612,33
19306,612,56
19307,612,682
19308,612,803
19309,612,7383
19310,612,17032
19311,9899,34
19312,9899,145
19313,546,307
19314,546,308
19315,2800,79
19316,2800,129
19317,2800,705
19318,2800,6194
19319,9641,306
19320,9641,2575
19321,9641,87840
19322,7552,23
19323,7552,441
19324,7552,76714
19325,9927,43
19326,9681,1557
19327,9681,9195
19328,9681,44517
19329,9681,75016
19330,18840,58
19331,18840,3407
19332,18840,20740
19333,18189,3545
19334,18189,3950
19335,18189,25433
19336,18189,84422
19337,4495,12009
19338,10597,152
19339,10597,686
19340,10597,2651
19341,88953,1931
19342,13925,3
19343,9687,491
19344,33081,2343
19345,20546,3449
19346,20546,5171
19347,20530,5070
19348,9568,4063
19349,9568,21084
19350,43899,8411
19351,66192,8411
19352,66192,34593
19353,11400,12
19354,11400,22110
19355,11400,22253
19356,11400,22254
19357,11400,22255
19358,37910,3756
19359,13669,6194
19360,60566,6
19361,30095,2650
19362,16665,2650
19363,16665,5586
19364,63395,2650
19365,43355,6194
19366,14241,4864
19367,79406,882
19368,79406,75232
19369,92285,5
19370,92285,4952
19371,42269,93145
19372,55544,12372
19373,4550,946
19374,4550,1687
19375,4550,1688
19376,4550,1689
19377,4550,1690
19378,4550,1691
19379,4550,1692
19380,36380,266
19381,36380,6476
19382,36380,72110
19383,30669,368
19384,30669,37844
19385,44345,3324
19386,44345,11375
19387,44345,11376
19388,44345,11377
19389,46041,364
19390,46041,20826
19391,21735,13877
19392,6934,1066
19393,6934,7429
19394,6934,75879
19395,6934,75880
19396,174865,8411
19397,34081,5407
19398,10045,104
19399,10045,3823
19400,10045,6896
19401,168705,15127
19402,1690,1507
19403,1690,1631
19404,1690,1632
19405,1690,1633
19406,1690,3287
19407,1690,17793
19408,9900,306
19409,9900,2608
19410,9044,306
19411,9044,1171
19412,9044,1403
19413,9044,1645
19414,9044,7692
19415,9044,11345
19416,9044,19951
19417,9044,19952
19418,9918,2
19419,17379,4
19420,10982,308
19421,10982,7580
19422,10982,49126
19423,834,126
19424,834,3287
19425,25890,446
19426,25890,1490
19427,25890,2265
19428,25890,34842
19429,39345,2106
19430,39345,3635
19431,39345,11098
19432,44940,364
19433,26782,4581
19434,37865,537
19435,37865,35920
19436,27742,5072
19437,27742,7549
19438,72856,8411
19439,4772,1754
19440,14226,882
19441,14226,2269
19442,14226,5945
19443,14226,10284
19444,14226,93117
19445,14226,93118
19446,14226,93119
19447,2455,53
19448,2455,472
19449,2455,875
19450,12701,500
19451,12701,1968
19452,12701,6194
19453,21519,3055
19454,21519,6379
19455,27622,8411
19456,16553,508
19457,16553,1171
19458,16553,10104
19459,16553,11733
19460,25652,84838
19461,45802,19161
19462,12517,2675
19463,12517,3921
19464,12517,5381
19465,12517,5870
19466,12517,8471
19467,65891,9266
19468,24580,1314
19469,11246,14
19470,11246,2811
19471,11246,7405
19472,11246,15344
19473,49683,6194
19474,49683,27756
19475,52728,881
19476,23957,41
19477,49653,7157
19478,27344,77890
19479,7295,2876
19480,7295,3287
19481,78237,25
19482,78237,6458
19483,78237,21914
19484,78237,73568
19485,78237,94757
19486,78237,94765
19487,78237,94766
19488,29952,3963
19489,29952,10046
19490,29952,21914
19491,29952,74895
19492,28638,4649
19493,28638,9222
19494,14942,16642
19495,7509,2146
19496,7509,2147
19497,7509,2148
19498,7509,2149
19499,24269,4056
19500,24269,21508
19501,2117,21248
19502,2117,50286
19503,47250,8411
19504,36768,59996
19505,29040,6339
19506,9912,294
19507,9912,846
19508,9912,12325
19509,9912,12326
19510,9912,12327
19511,9912,12328
19512,9912,12329
19513,9912,12330
19514,24163,43934
19515,1969,828
19516,1969,3823
19517,1969,5358
19518,1969,6586
19519,1969,6896
19520,1969,11473
19521,31858,5238
19522,8435,163
19523,8435,288
19524,8435,1219
19525,8435,1917
19526,8435,7419
19527,8435,89041
19528,34187,441
19529,12116,223
19530,11183,4765
19531,11183,6442
19532,13275,9195
19533,11565,306
19534,11565,508
19535,11565,1171
19536,11565,1838
19537,11565,2646
19538,11565,10104
19539,11565,47635
19540,11565,73956
19541,11565,79036
19542,11283,33
19543,11283,1973
19544,11283,5870
19545,11283,8411
19546,11283,10163
19547,11283,76721
19548,97936,4051
19549,97936,14380
19550,17,47
19551,17,248
19552,17,2268
19553,17,2452
19554,27568,9266
19555,27629,4
19556,45726,1823
19557,45726,8411
19558,33117,6194
19559,108994,8411
19560,54227,3166
19561,25167,441
19562,25167,75857
19563,61105,60
19564,31894,3268
19565,31894,23808
19566,9286,12
19567,9286,3169
19568,9286,12067
19569,9286,48772
19570,9286,48785
19571,9286,48788
19572,86168,60
19573,86168,87476
19574,15363,37
19575,30712,40758
19576,30712,40759
19577,31416,8411
19578,292,2448
19579,196918,11745
19580,1544,288
19581,1544,315
19582,1544,1972
19583,1544,2650
19584,1544,2651
19585,1544,10146
19586,1544,42272
19587,1544,52728
19588,1544,52729
19589,1651,53
19590,1651,64
19591,1651,34403
19592,33095,11332
19593,33095,23084
19594,33799,635
19595,33799,3823
19596,42328,306
19597,31432,16101
19598,61559,64621
19599,20981,17827
19600,12096,5
19601,12096,1507
19602,12096,2364
19603,12096,3929
19604,12096,8411
19605,33061,1212
19606,33061,13085
19607,5145,10393
19608,5145,10394
19609,9975,23
19610,9975,33
19611,9975,5556
19612,9754,79
19613,9754,3528
19614,9754,6194
19615,9754,10157
19616,9754,10991
19617,36495,4
19618,29269,8390
19619,29269,13229
19620,10053,1302
19621,10053,3287
19622,10263,35
19623,10263,2778
19624,7515,769
19625,7515,2262
19626,7515,17700
19627,7515,68096
19628,9959,258
19629,9959,497
19630,14256,2448
19631,14256,11027
19632,9036,2
19633,9036,158
19634,9036,829
19635,9036,7383
19636,9036,10227
19637,9036,20669
19638,10073,508
19639,10073,1171
19640,10073,10104
19641,7304,1507
19642,7304,2227
19643,7304,5357
19644,7304,18621
19645,16781,35
19646,9920,3287
19647,9920,8003
19648,10025,508
19649,10025,890
19650,10025,10104
19651,9682,7405
19652,17700,3447
19653,17700,6194
19654,44435,888
19655,44435,36546
19656,18747,3029
19657,18747,5632
19658,18747,5633
19659,9756,3631
19660,6877,4
19661,6877,258
19662,6877,84423
19663,14609,13252
19664,950,9383
19665,950,11749
19666,10912,1585
19667,10912,18936
19668,10912,51277
19669,9968,826
19670,9968,1204
19671,9968,1208
19672,9968,31599
19673,4173,6
19674,4173,1552
19675,43386,893
